"id","name","abbreviation","if","if5","sci","casup","casbase","publisher","issn","eissn","official_url","rss_url"
"27937","NANOCON Conference Proceedings - International Conference on Nanomaterials","NANOCON Conf. Proc. - Int. Conf. Nanomater.",,,"0",,,,"2694-930X",,,
"27938","Pan American Health Care Exchanges, PAHCE","Pan Am. Health Care Exch. PAHCE",,,"0",,,"IEEE","2327-817X","2327-8161",,
"27939","Proceedings - Ivannikov ISPRAS Open Conference","Proc. - Ivannikov ISPRAS Open Conf.",,,"0",,,"IEEE","2767-9535",,,
"27940","Proceedings of the International Conference BIOMDLORE","Proc. Int. Conf. BIOMDLORE",,,"0",,,,"2345-0630",,,
"27941","Proceedings of the International Congress on Modelling and Simulation, MODSIM","Proc. Int. Congr. Model. Simul. MODSIM",,,"0",,,,"2981-8001",,,
"27942","Abriu","Abriu",,,"0",,,,"2014-8534","2014-8526",,
"27943","Alfred Nobel University Journal of Philology","Alfred Nobel Univ. J. Philol.",,,"0",,,,"3041-217X","3041-2188",,
"27944","Arbeiderhistorie","Arbeiderhistorie",,,"0",,,,"0801-7778",,,
"27945","Architecture Research","Archit. Res.",,,"0",,,,"1580-5573","1581-6974",,
"27946","Ars Longa","Ars Longa",,,"0",,,,"1130-7099",,,
"27947","Bronte Studies","Bronte Stud.","0.2","0.2","0","文学3区",,"Maney","1745-8226","1474-8932",,
"27948","Children's Literature","Child. Lit.","0.1","0.4","0","文学4区",,"Hopkins","1543-3374","0092-8208",,
"27949","Chinese Annals of History of Science and Technology","Chin. Ann. Hist. Sci. Technol.",,,"0",,,,"2096-4226",,,
"27950","Chinese Journal of Medical History","Chin. J. Med. Hist.",,,"0",,,"中华医学杂质","0255-7053",,,
"27951","Darulfunun Ilahiyat","Darulf. Ilah.",,,"0",,,,"2651-5083","2630-6069",,
"27952","Early American Studies","Early Am. Stud.",,,"0",,,,"1543-4273","1559-0895",,
"27953","Endoxa","Endoxa",,,"0",,,,"1133-5351","2174-5676",,
"27954","Etudes Rurales","Etudes Rural.",,,"0",,,,"0014-2182",,,
"27955","Glossae","Glossae",,,"0",,,,"2255-2707",,,
"27956","Gripla","Gripla","0.1","0.2","0","文学3区",,,"1018-5011",,,
"27957","Hispanofila","Hispanofila","0.1","0.1","0","文学4区",,,"0018-2206",,,
"27958","Histoire, Economie et Societe","Hist. Econ. Soc.",,,"0",,,,"0752-5702","1777-5906",,
"27959","History of Philosophy and Logical Analysis","Hist. Philos. Log. Anal.","0.3","0.3","0","哲学4区",,"Brill","2666-4275","2666-4283",,
"27960","International Journal of Cuban Studies","Int. J. Cuban Stud.","0.3","0.3","0","社会学4区",,,"1756-3461","1756-347X",,
"27961","International Journal of Learner Diversity and Identities","Int. J. Learn. Divers. Identities",,,"0",,,,"2327-0128","2327-2627",,
"27962","Italica","Italica",,,"0",,,,"0021-3020","2325-6672",,
"27963","Journal of Belarusian Studies","J. Belarusian Stud.",,,"0",,,"Brill","0075-4161","2052-6512",,
"27964","Journal of Popular Romance Studies","J. Pop. Roman. Stud.",,,"0",,,,"2159-4473",,,
"27965","Journal of Somaesthetics","J. Somaesthetics",,,"0",,,,"2246-8498",,,
"27966","Journal of the Malaysian Branch of the Royal Asiatic Society","J. Malays. Branch R. Asiat. Soc.",,,"0",,,,"2180-4338","0126-7353",,
"27967","Knjizenstvo","Knjizenstvo",,,"0",,,,"2217-7809",,,
"27968","Konsthistorisk Tidskrift","Konsthistorisk Tidskr.","0.1","0.2","0","艺术学2区",,"Taylor & Francis","1651-2294","0023-3609",,
"27969","Pamietnik Literacki","Pamiet. Lit.","0.1","0.1","0","文学4区",,,"2719-5376","0031-0514",,
"27970","Ramon Llull Journal of Applied Ethics","Ramon Llull J. Appl. Ethics",,,"0",,,,"2229-578X","2013-8393",,
"27971","Religion and Society in Central and Eastern Europe","Relig. Soc. Cent. East. Eur.",,,"0",,,,"1553-9962",,,
"27972","Revista de Historia (Costa Rica)","Rev. Hist. (Costa Rica)",,,"0",,,,"2215-4744",,,
"27973","RiCognizioni","RiCognizioni",,,"0",,,,"2384-8987",,,
"27974","Rocznik Teologii Katolickiej","Rocz. Teol. Katol.",,,"0",,,,"1644-8855",,,
"27975","Romance Notes","Roman. Notes",,,"0","文学4区",,,"0035-7995",,,
"27976","Studia Ceranea","Stud. Ceranea",,"0.1","0","历史学4区",,,"2449-8378","2084-140X",,
"27977","Studia Mythologica Slavica","Stud. Myth. Slav.",,,"0",,,,"1581-128X","1408-6271",,
"27978","Studies in Logic, Grammar and Rhetoric","Stud. Log. Gramm. Rhetor.",,,"0",,,,"0860-150X",,,
"27979","Suranaree Journal of Social Science","Suranaree J. Soc. Sci.",,,"0",,,,"2651-088X",,,
"27980","Zeitschrift der Deutschen Morgenlandischen Gesellschaft","Z. Dtsch. Morgenl. Ges.","0.1","0.2","0","社会学4区",,,"0341-0137",,,
"27981","Acta Universitatis Lodziensis. Folia Archaeologica","Acta Univ. Lodz., Folia Archaeol.","0.1",,"0",,,,"0208-6034","2449-8300",,
"27982","Allgemeine Forst- und Jagdzeitung","Allg. Forst- Jagdztg.",,,"0",,,,"0002-5852",,,
"27983","Arab Journal of Forensic Sciences and Forensic Medicine","Arab J. Forensic Sci. Forensic Med.",,,"0",,,,"1658-6786","1658-6794",,
"27984","Arab Law Quarterly","Arab Law Q.","0.3","0.4","0","社会学4区",,"Brill","1573-0255","0268-0556",,
"27985","Banking and Finance Review","Bank. Finance Rev.",,,"0",,,,"1947-7945","1947-6140",,
"27986","BWK- Energie-Fachmagazin","BWK- Energ.-Fachmag.",,,"0",,,,"1618-193X",,,
"27987","Calidoscopio","Calidoscopio",,,"0",,,,"2177-6202","1679-8740",,
"27988","Chinese Journal of Cerebrovascular Diseases","Chin. J. Cerebrovasc. Dis.",,,"0",,,,"1672-5921",,,
"27989","Chinese Journal of Neonatology","Chin. J. Neonatol.",,,"0",,,"中华医学杂质","2096-2932",,,
"27990","Columbia Journal of Law and Social Problems","Columbia J. Law Soc. Probl.","0.2","0.3","0","社会学4区",,,"0010-1923",,,
"27991","Competition Law Journal","Compet. Law J.",,,"0",,,,"2516-5771","1476-9085",,
"27992","Cyprus Review","Cyprus Rev.",,,"0",,,,"1015-2881",,,
"27993","Economia Aplicada","Econ. Apl.",,,"0",,,,"1413-8050",,,
"27994","European Journal of Musculoskeletal Diseases","Eur. J. Musculoskelet. Dis.",,,"0",,,,"2038-4106",,,
"27995","Frontiers in Clinical Drug Research - HIV","Front. Clin. Drug Res. - HIV",,,"0",,,"Bentham Science","2352-5916","2468-0397",,
"27996","Geodetski List","Geod. List","0.1","0.3","0","地球科学4区",,,"0016-710X",,,
"27997","Giornale di Clinica Nefrologica e Dialisi","G. Clin. Nefrol. Dial.",,,"0",,,,"2705-0076",,,
"27998","Heart Science Journal","Heart Sci. J.",,,"0",,,,"2721-9984","2721-9976",,
"27999","HJOG","HJOG",,,"0",,,,"2241-9551",,,
"28000","Indian Journal of Cardiovascular Disease in Women - WINCARS","Indian J. Cardiovasc. Dis. Women - WINCARS",,,"0",,,,"2455-7854","2835-4982",,
"28001","International Cardiovascular Research Journal","Int. Cardiovasc. Res. J.",,"0.2","0","医学4区",,,"2251-9149","2251-9130",,
"28002","International Journal of Mathematics for Industry","Int. J. Math. Ind.","0.4","0.8","0",,,"World Scientific","2661-3352","2661-3344",,
"28003","International Journal of Technology, Knowledge and Society","Int. J. Technol. Knowl. Soc.",,,"0",,,,"2835-0391","1832-3669",,
"28004","International Trade Law and Regulation","Int. Trade Law Regul.",,,"0",,,,"2754-2009","1357-3136",,
"28005","Iranian Heart Journal","Iran. Heart J.","0.1","0.1","0","医学4区",,,"1735-7306",,,
"28006","Iranian Journal of Endocrinology and Metabolism","Iran. J. Endocrinol. Metab.",,,"0",,,,"1683-4844","1683-5476",,
"28007","Journal of Jilin University Medicine Edition","J. Jilin Univ. Med. Ed.",,,"0",,,,"1671-587X",,,
"28008","Journal of Korean Society of Spine Surgery","J. Korean Soc. Spine Surg.",,,"0",,,,"2093-4378","2093-4386",,
"28009","Journal of Pediatric Critical Care","J. Pediatr. Crit. Care",,,"0",,,,"2349-6592","2455-7099",,
"28010","Journal of Practical Oncology","J. Pract. Oncol.",,,"0",,,,"1001-1692",,,
"28011","Journal of Reproductive Medicine","J. Reprod. Med.",,,"0",,"医学4区",,"0024-7758",,,
"28012","Journal of the Dow University of Health Sciences","J. Dow Univ. Health Sci.",,,"0",,,,"1995-2198","2410-2180",,
"28013","Jurnal Pengabdian Hukum Indonesia","J. Pengabdi. Huk. Indones.",,,"0",,,,"2654-8305","2654-8313",,
"28014","Korean Journal of Dermatology","Korean J. Dermatol.",,,"0",,,,"0494-4739",,,
"28015","Kuban Scientific Medical Bulletin","Kuban Sci. Med. Bull.",,,"0",,,,"2541-9544","1608-6228",,
"28016","MedUNAB","MedUNAB",,,"0",,,,"0123-7047","2382-4603",,
"28017","Operations Management Education Review","Oper. Manag. Educ. Rev.",,,"0",,,,"1649-7082","2044-4567",,
"28018","Ophthalmology in China","Ophthalmol. China",,,"0",,,,"1004-4469",,,
"28019","Praktische Tierarzt","Prakt. Tierarzt",,,"0",,,"Royal Society of Chemistry","0032-681X",,,
"28020","Proceedings of the Royal Society of Queensland","Proc. R. Soc. Qld.",,,"0",,,,"0080-469X",,,
"28021","Revista Brasileira de Ciencias Policiais","Rev. Bras. Cienc. Polic.",,,"0",,,,"2318-6917","2178-0013",,
"28022","Revista Chilena de Anestesia","Rev. Chil. Anest.",,,"0",,,,"0716-4076",,,
"28023","Revista Espanola de Cirugia Oral y Maxilofacial","Rev. Esp. Cir. Oral Maxilofac.",,,"0",,,,"1130-0558",,,
"28024","Slovo a Slovesnost","Slovo Slovesn.","0.2","0.2","0","文学4区",,,"0037-7031",,,
"28025","Strategic Comments","Strateg. Comments",,,"0",,,"Taylor & Francis","1356-7888",,"https://www.tandfonline.com/journals/tstc20","https://www.tandfonline.com/feed/rss/tstc20"
"28026","Sudan Journal of Medical Sciences","Sudan J. Med. Sci.","0.3","0.5","0","医学4区",,,"1858-5051",,,
"28027","Token","Token",,,"0",,,,"2299-5900","2392-2087",,
"28028","Ukrainian Neurosurgical Journal","Ukr. Neurosurg. J.",,,"0",,,,"2663-9092","2663-9084",,
"28029","Underwater Technology","Underw. Technol.",,,"0",,,,"1756-0543","1756-0551",,
"28030","University of Western Australia Law Review","Univ. West. Aust. Law Rev.","0.2","0.3","0","社会学4区",,,"0042-0328",,,
"28031","Zhuzao/Foundry","Zhuzao/Foundry",,,"0",,,,"1001-4977",,,
"28032","Building Simulation Applications","Build. Simul. Appl.",,,"0",,,,"2531-6702",,,
"28033","Energy Proceedings","Energy Proc.",,,"0",,,,"2004-2965",,,
"28034","India International Conference on Power Electronics, IICPE","India Int. Conf. Power Electron. IICPE",,,"0",,,"IEEE","2160-3170","2160-3162",,
"28035","International Conference on Construction in the 21st Century","Int. Conf. Constr. 21st Century",,,"0",,,,"2640-1177",,,
"28036","International Conference on Structural Health Monitoring of Intelligent Infrastructure: Transferring Research into Practice, SHMII","Int. Conf. Struct. Health Monit. Intell. Infrastruct.: Transf. Res. Pract. SHMII",,,"0",,,,"2564-3738",,,
"28037","Proceedings of the Coastal Engineering Conference","Proc. Coast. Eng. Conf.",,,"0",,,,"0161-3782",,,
"28038","Proceedings of the International Workshop on Simulation for Energy, Sustainable Development and Environment, SESDE","Proc. Int. Workshop Simul. Energy Sustain. Dev. Environ. SESDE",,,"0",,,,"2724-0061",,,
"28039","Proceedings of the LACCEI international Multi-conference for Engineering, Education and Technology","Proc. LACCEI int. Multi-conf. Eng. Educ. Technol.",,,"0",,,,"2414-6390",,,
"28040","Alpha","Alpha",,,"0",,,,"0718-2201","0716-4254",,
"28041","American Catholic Philosophical Quarterly","Am. Cathol. Philos. Q.","0.2","0.2","0","哲学4区",,,"2153-8441","1051-3558",,
"28042","American Studies in Scandinavia","Am. Stud. Scand.","0.4","0.2","0","文学4区",,,"0044-8060",,,
"28043","Anales de Filologia Francesa","An. Filol. Fr.",,"0.1","0","文学4区",,,"0213-2958","1989-4678",,
"28044","Baltic Worlds","Balt. Worlds",,,"0",,,,"2001-7308","2000-2955",,
"28045","Biblische Zeitschrift","Biblische Z.",,,"0","哲学3区",,,"0006-2014",,,
"28046","British and American Studies","Br. Am. Stud.",,"0.1","0","文学4区",,,"2457-7715","1224-3086",,
"28047","Confluencia","Confluencia","0.2","0.2","0","文学4区",,,"0888-6091",,,
"28048","Dacoromania","Dacoromania","0.1","0.1","0","文学4区",,,"1582-4438",,,
"28049","Digithum","Digithum",,"0.3","0","文学4区",,,"1575-2275",,,
"28050","East Central Europe","East Cent. Eur.","0.3","0.5","0","历史学4区",,"Brill","0094-3037","1876-3308",,
"28051","Encounters in Theory and History of Education","Encount. Theory Hist. Educ.","0.2","0.2","0","教育学4区",,,"2560-8371",,,
"28052","Filosoficky Casopis","Filos. Cas.","0.2","0.1","0","哲学4区",,,"0015-1831",,,
"28053","International Research in Children's Literature","Int. Res. Child. Lit.","0.4","0.5","0","文学4区",,,"1755-6198","1755-6201",,
"28054","Jordan Journal for History and Archaeology","Jordan J. Hist. Archaeol.",,,"0",,,,"1996-9546",,,
"28055","Journal of Language, Literature and Culture","J. Lang. Lit. Cult.","0.2","0.3","0","文学4区",,"Maney","2051-2864","2051-2856",,
"28056","Journal of the Ottoman and Turkish Studies Association","J. Ottoman Turk. Stud. Assoc.",,,"0",,,,"2376-0702","2376-0699",,
"28057","Junctures - The Journal for Thematic Dialogue","Junctures - J. Themat. Dialogue",,"0.2","0","社会学4区",,,"1176-5119","1179-8912",,
"28058","Korean Studies","Korean Stud.","0.2","0.4","0","社会学4区",,,"0145-840X","1529-1529",,
"28059","Lectora","Lectora","0.2","0.3","0","文学4区",,,"1136-5781","2013-9470",,
"28060","Lietuvos Etnologija","Liet. Etnol.",,,"0",,,,"1392-4028","2538-6522",,
"28061","Literatura: Teoria, Historia, Critica","Lit.: Teor. Hist. Crit.","0.2","0.2","0","文学4区",,,"0123-5931","2256-5450",,
"28062","Mediterranean Studies","Mediterr. Stud.",,"0.1","0","历史学4区",,,"1074-164X","2161-4741",,
"28063","Medium Aevum","Medium Aev.",,,"0","历史学4区",,,"0025-8385",,,
"28064","Methis","Methis",,,"0",,,,"1736-6852","2228-4745",,
"28065","Ming Studies","Ming Stud.","0.3","0.2","0","社会学3区",,"Taylor & Francis","0147-037X","1759-7595","https://www.tandfonline.com/journals/ymng20","https://www.tandfonline.com/feed/rss/ymng20"
"28066","New Zealand Journal of Asian Studies","N. Z. J. Asian Stud.",,,"0",,,,"1174-8915",,,
"28067","Oceanide","Oceanide",,,"0",,,,"1989-6328",,,
"28069","Philosophy Kitchen","Philos. Kitchen",,,"0",,,,"2385-1945",,,
"28070","Prose Studies","Prose Stud.",,,"0",,,"Taylor & Francis","0144-0357","1743-9426","https://www.tandfonline.com/journals/fprs20","https://www.tandfonline.com/feed/rss/fprs20"
"28071","Quien","Quien",,,"0",,,,"2443-972X","2952-4946",,
"28072","Rast Muzikoloji Dergisi","Rast Muzikoloji Derg.",,,"0",,,,"2147-7361","2147-7531",,
"28073","Revista Galega de Filoloxia","Rev. Galega Filol.",,,"0",,,,"2444-9121","1576-2661",,
"28074","Revue d'Histoire Moderne et Contemporaine","Rev. Hist. Mod. Contemp.","0.2","0.2","0","历史学4区",,"Royal Society of Chemistry","0048-8003","1776-3045",,
"28075","Science-Fiction Studies","Sci.-Fict. Stud.","0.3","0.3","0","文学4区",,,"0091-7729",,,
"28076","Scrutiny2","Scrutiny2",,,"0",,,"Taylor & Francis","1812-5441","1753-5409","https://www.tandfonline.com/journals/rscr20","https://www.tandfonline.com/feed/rss/rscr20"
"28077","South Asian Studies","South Asian Stud.","0.7","1.5","0","社会学4区",,"Taylor & Francis","2153-2699","0266-6030","https://www.tandfonline.com/journals/rsas20","https://www.tandfonline.com/feed/rss/rsas20"
"28078","Storytelling, Self, Society","Storytell. Self Soc.",,,"0",,,,"1550-5340","1932-0280",,
"28079","Studies in American Jewish Literature","Stud. Am. Jew. Lit.","0.3","0.3","0","文学4区",,,"1948-5077","0271-9274",,
"28080","Studies in Peoples History","Stud. Peoples Hist.","0.1","0.3","0","历史学4区",,"SAGE","2348-4489","2349-7718",,
"28081","Trans Asia Photography","Trans Asia Photogr.",,,"0",,,"Duke","2768-6876","2158-2025",,
"28082","Versus","Versus","0.2","0.1","0","社会学4区",,,"2612-0909","0393-8255",,
"28083","Zeitschrift fur Medizinische Ethik","Z. fur Med. Ethik",,,"0",,,"Brill","0944-7652",,,
"28084","Advances in Imaging and Electron Physics","Adv. Imaging Electron Phys.",,,"0",,,"Elsevier","1076-5670",,,"https://rss.sciencedirect.com/publication/science/10765670"
"28085","Agora","Agora",,,"0",,,,"1516-1498","1809-4414",,
"28086","Althea Medical Journal","Althea Med. J.",,,"0",,,,"2337-4330",,,
"28087","Anthropological Researches and Studies","Anthropol. Res. Stud.",,,"0",,,"Taylor & Francis","2360-3445",,,
"28088","Archiwum Medycyny Sadowej i Kryminologii","Arch. Med. Sadowej Kryminol.",,,"0",,,,"1689-1716","0324-8267",,
"28089","Asia Pacific Journal of Environmental Law","Asia Pac. J. Environ. Law","0.2","0.6","0","社会学4区",,,"1875-8258","1385-2140",,
"28090","Atemwegs- und Lungenkrankheiten","Atemwegs- Lungenkrankh.",,,"0",,,,"0341-3055",,,
"28091","Bhutan Health Journal","Bhutan Health J.",,,"0",,,,"2413-2993","2415-1114",,
"28092","Bogazici Journal","Bogazici J.",,,"0",,,,"1300-9583",,,
"28093","Cardiology Letters","Cardiol. Lett.",,,"0",,,,"1338-3655","1338-3760",,
"28094","Chinese Journal of Clinical Oncology","Chin. J. Clin. Oncol.",,,"0",,,,"1000-8179",,,
"28095","Clinical Review for General Practice","Clin. Rev. Gen. Pract.",,,"0",,,,"2713-2552","2782-5671",,
"28096","Confinia Cephalalgica","Confin. Cephalalgica",,,"0",,,,"3035-0670","1122-0279",,
"28097","Connections","Connections",,,"0",,,,"1812-1098","1812-2973",,
"28098","Consultant","Consultant",,,"0",,,,"0010-7069",,,
"28099","Diabetologie","Diabetologie","0.2","0.2","4","医学4区",,"Springer Nature","2731-7447","2731-7455",,
"28100","Exploration and Research for Atomic Minerals","Explor. Res. At. Miner.",,,"0",,,,"0970-9231",,,
"28101","Gazi Medical Journal","Gazi Med. J.","0.1","0.1","0","医学4区",,,"2147-2092",,,
"28102","Global Journal of Comparative Law","Glob. J. Comp. Law",,,"0",,,"Brill","2211-906X","2211-9051",,
"28103","Hematology in Clinical Practice","Hematol. Clin. Pract.",,,"0",,,,"2720-2690","2720-1015",,
"28104","Indian Journal of Otology","Indian J. Otol.","0.1","0.2","0","医学4区",,"Wolters Kluwer","2249-9520","0971-7749",,
"28105","International Journal of Interdisciplinary Global Studies","Int. J. Interdiscip. Glob. Stud.",,,"0",,,,"2324-755X","2324-7568",,
"28106","International Journal of Mobile Network Design and Innovation","Int. J. Mob. Netw. Des. Innov.",,,"0",,,"Royal Society of Chemistry","1744-2869","1744-2850",,
"28107","International Journal of Space Science and Engineering","Int. J. Space Sci. Eng.",,,"0",,,"Royal Society of Chemistry","2048-8459","2048-8467",,
"28108","Jerusalem Review of Legal Studies","Jerus. Rev. Leg. Stud.",,,"0",,,"Oxford","2219-7117","2219-7125",,
"28109","Journal d'imagerie Diagnostique et Interventionnelle","J. imag. Diagn. Interv.",,,"0",,,"Elsevier","2543-3431","2543-344X",,"https://rss.sciencedirect.com/publication/science/25433431"
"28110","Journal for the Liberal Arts and Sciences","J. Lib. Arts Sci.",,,"0",,,,"2167-3756",,,
"28111","Journal of Advanced Research Design","J. Adv. Res. Des.",,,"0",,,,"2289-7984",,,
"28112","Journal of Chinese Medicine","J. Chin. Med.",,,"0",,,,"0143-8042",,,
"28113","Journal of Contemporary Orthodontics","J. Contemp. Orthod.",,,"0",,,,"2582-0478",,,
"28114","Journal of insurance medicine (New York, N.Y.)","J. insur. med. (N. Y. N.Y.)",,,"0",,,,"0743-6661",,,
"28115","Journal of Management and Business Research","J. Manag. Bus. Res.",,,"0",,,,"2521-4306",,,
"28116","Journal of Molecular Science","J. Mol. Sci.",,,"0",,,,"1000-9035",,,
"28117","Journal of the Australasian Tax Teachers Association","J. Australas. Tax Teach. Assoc.","0.1","0.2","0","经济学4区",,,"1832-911X",,,
"28118","Libri Oncologici","Libri Oncol.",,,"0",,,,"0300-8142",,,
"28119","Lijecnicki Vjesnik","Lijec. Vjesn.",,,"0",,,,"0024-3477",,,
"28120","Medical Data Mining","Med. Data Min.",,,"0",,,,"2624-1587",,,
"28121","Membrane Technology","Membr. Technol.",,,"0",,,,"0958-2118","1873-4049",,
"28122","Nephrologe","Nephrologe",,,"0",,,"Springer Nature","1862-040X",,,
"28123","Neumologia y Cirugia de Torax (Mexico)","Neumol. Cir. Torax (Mex.)",,,"0",,,,"2594-1526","0028-3746",,
"28124","Nova Mehanizacija Sumarstva","Nova Meh. Sumar.",,,"0",,,,"1845-8815",,,
"28125","One Health and Risk Management","One Health Risk Manag.",,,"0",,,,"2587-3458","2587-3466",,
"28126","Open Urology and Nephrology Journal","Open Urol. Nephrol. J.",,,"0",,,"Bentham Science","1874-303X",,,
"28127","Pajouhan Scientific Journal","Pajouhan Sci. J.",,,"0",,,,"2423-6276","1029-7863",,
"28128","Prakticky Lekar","Prakt. Lek.",,,"0",,,,"1805-4544","0032-6739",,
"28129","Recta","Recta",,,"0",,,,"1575-605X",,,
"28130","Research in Language","Res. Lang.",,,"0",,,,"2083-4616","1731-7533",,
"28131","Revista Argentina de Reumatologia","Rev. Argent. Reumatol.",,,"0",,,,"2362-3675",,,
"28132","Revista de la Facultad de Derecho y Ciencias Politicas","Rev. Fac. Derecho Cienc. Polit.",,,"0",,,,"0120-3886","2390-0016",,
"28133","Revista Electronica de Estudios Internacionales","Rev. Electron. Estud. Int.","0.2","0.1","0","社会学4区",,,"1697-5197",,,
"28134","Ricerca e Pratica","Ric. Prat.",,,"0",,,,"2038-2480","1120-379X",,
"28135","Rubber World","Rubber World",,,"0",,,,"0035-9572",,,
"28136","SA Pharmaceutical Journal","SA Pharm. J.","0.3","0.3","0","医学4区",,,"2220-1017","2221-5875",,
"28137","Scientia Medica","Sci. Med.","0.1","0.4","0","医学4区",,,"1980-6108","1806-5562",,
"28138","Signo y Pensamiento","Signo Pensam.",,,"0",,,,"0120-4823","2027-2731",,
"28139","Societes","Societes","0.1","0.1","0","社会学4区",,,"0765-3697","1782-155X",,
"28140","Sociological Theory and Methods","Sociol. Theory Methods",,,"0",,,,"0913-1442",,,
"28141","Sociologus","Sociologus",,,"0",,,,"0038-0377","1865-5106",,
"28142","Studies in Bilingualism","Stud. Biling.",,,"0",,,"John Benjamins","0928-1533",,,
"28143","Texas Medicine","Tex. Med.",,,"0",,,,"1938-3223","0040-4470",,
"28144","Turkish Journal of Public Health","Turk. J. Public Health",,,"0",,,,"1304-1096","1304-1088",,
"28145","Ukrainian Journal of Cardiology","Ukr. J. Cardiol.",,,"0",,,,"1608-635X","2664-4479",,
"28146","Vertimo Studijos","Vertimo Stud.",,,"0",,,,"2424-3590",,,
"28147","Visual Journal of Emergency Medicine","Vis. J. Emerg. Med.",,,"0",,,"Elsevier","2405-4690",,,"https://rss.sciencedirect.com/publication/science/24054690"
"28148","Western Birds","West. Birds",,,"0",,,,"0160-1121",,,
"28149","Zhongguo yi liao qi xie za zhi = Chinese journal of medical instrumentation","Zhongguo yi liao qi xie za zhi = Chin. j. med. instrum.",,,"0",,,,"1671-7104",,,
"28150","Optical Characterization of Materials","Opt. Charact. Mater.",,,"0",,,,"2510-7240",,,
"28151","REHABEND","REHABEND",,,"0",,,,"2386-8198",,,
"28152","Textile Bioengineering and Informatics Symposium Proceedings, TBIS","Text. Bioeng. Inform. Symp. Proc. TBIS",,,"0",,,,"1942-3438",,,
"28153","Acta Philosophica","Acta Philos.","0.1","0.1","0","哲学4区",,"Fabrizio Serra Editore","1121-2179","1825-6562",,
"28154","Acta Universitatis Carolinae Studia Territorialia","Acta Univ. Carol. Stud. Territ.",,,"0",,,,"1213-4449","2336-3231",,
"28155","Annuario della Scuola di Archeologica Italiana di Atene e delle missioni italiane in Oriente","Annu. Sc. Archeol. Ital. Atene missioni ital. Oriente",,,"0",,,,"0067-0081",,,
"28156","Arab Media and Society","Arab Media Soc.",,,"0",,,,"1687-7721",,,
"28157","Arkiv for Nordisk Filologi","Ark. Nord. Filol.",,,"0",,,,"0066-7668",,,
"28158","Art History and Criticism","Art Hist. Crit.",,,"0",,,"Walter De Gruyter","1822-4555","1822-4547",,
"28159","Biblical Interpretation Series","Biblic. Interpret. Ser.",,,"0",,,"Brill","0928-0731",,,
"28160","Canadian-American Slavic Studies","Can.-Am. Slav. Stud.",,,"0",,,"Brill","2210-2396","0090-8290",,
"28161","Collectanea Christiana Orientalia","Collect. Christ. Orient.","0.4","0.3","0","哲学3区",,,"1697-2104","2386-7442",,
"28162","Critical Stages","Crit. Stages",,,"0",,,,"2409-7411",,,
"28163","Dialogue and Universalism","Dialogue Universalism",,,"0",,,,"1234-5792","1689-3816",,
"28164","Digital Philology: Journal of Medieval Cultures","Digit. Philol.: J. Mediev. Cult.",,,"0",,,"Hopkins","2162-9552","2162-9544",,
"28165","Estudos Ibero-Americanos","Estud. Ibero-Am.","0.1","0.1","0","历史学4区",,,"1980-864X","0101-4064",,
"28166","Etnolog","Etnolog",,,"0",,,,"0354-0316",,,
"28167","Ezikov Svyat","Ezikov Svyat",,,"0",,,,"1312-0484",,,
"28168","First World War Studies","First World War Stud.",,,"0",,,"Taylor & Francis","1947-5039","1947-5020","https://www.tandfonline.com/journals/rfww20","https://www.tandfonline.com/feed/rss/rfww20"
"28169","Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom/State, Religion and Church in Russia and Worldwide","Gos. Relig. Tserkov' v Ross. za Rubezhom/State Relig. Church Russ. Worldw.",,,"0",,,,"2073-7211","2073-7203",,
"28170","Historicka Demografie","Hist. Demogr.",,,"0",,,,"2570-9259","0323-0937",,
"28171","Historijski Pogledi","Hist. Pogl.",,,"0",,,,"2637-1502","2712-0651",,
"28172","Journal of Abbasid Studies","J. Abbasid Stud.",,,"0",,,"Brill","2214-2363","2214-2371",,
"28173","Journal of Chinese Military History","J. Chin. Mil. Hist.","0.3","0.4","0","历史学4区",,"Brill","2212-7453","2212-7445",,
"28174","Journal of Creative Music Systems","J. Creat. Music Syst.",,,"0",,,,"2399-7656",,,
"28175","Journal of Finnish Studies","J. Finn. Stud.",,,"0",,,,"1206-6516","2831-5081",,
"28176","Journal of Underrepresented and Minority Progress","J. Underrepresented Minor. Prog.",,,"0",,,,"2574-3465","2574-3481",,
"28177","Kierkegaard Studies","Kierkegaard Stud.",,,"0",,,"Walter De Gruyter","1612-9792","1430-5372",,
"28178","Latomus","Latomus",,"0.1","0","历史学3区",,,"0023-8856",,,
"28179","Miscelanea de Estudios Arabes y Hebraicos, Seccion Hebreo","Misc. Estud. Arabes Hebraicos Secc. Hebr.","0.1","0.2","0","哲学4区",,,"2340-2547","1696-585X",,
"28180","Moving Image","Mov. Image","0.1","0.2","0","艺术学4区",,,"1542-4235","1532-3978",,
"28181","Notes Konserwatorski","Notes Konserw.",,,"0",,,,"2657-3083","1509-5681",,
"28182","NTT Journal for Theology and the Study of Religion","NTT J. Theol. Study Relig.",,,"0",,,,"2590-3268","2542-6583",,
"28183","Nuova Rivista Storica","Nuova Riv. Stor.","0.1","0.1","0","历史学4区",,,"0029-6236",,,
"28184","Perichoresis","Perichoresis","0.1","0.1","0","哲学4区",,,"1224-984X",,,
"28185","Perspectives of New Music","Perspect. New Music",,,"0",,,,"0031-6016",,,
